Date,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Soil_Quality,Crop_Yield
2020-01-01,Barley,Chalk,7.130173590545926,31.4937471942526,70.57587420556082,2.396799346483051,62.75496992353756,56.71509358146116,48.463097164073574,10,1.0371121507215433
2020-01-02,Cotton,Sandy,8.131661855601076,17.978037657758428,57.06380386478688,7.009387470623991,179.2688092965427,52.66344522062469,117.72843385314702,10,1.517936413221484
2020-01-03,Sugarcane,Silt,7.54908820307989,22.997830199962337,82.26388013001812,5.904177332598639,133.06397454787555,51.4547788136192,99.93995894709028,8,30.931872276719336
2020-01-04,Barley,Sandy,6.486067862653948,27.64447914428132,68.7564569234422,2.583519035977964,106.13934153172798,48.57069417740265,54.19111958502143,8,1.5644488499980433
2020-01-05,Maize,Silt,4.958962146906607,17.581812652835904,53.82777689463677,0.5095536705295856,139.41823522713497,43.5846263628066,104.80976206494721,7,3.9774474754083293
2020-01-06,Sugarcane,Loamy,5.823736182501559,10.0,56.47528018657643,9.560786494746534,120.46696491599639,24.492522697900867,128.37198976751188,3,5.031004472054596
2020-01-07,Sugarcane,Peat,8.407475999435093,21.935626578419942,78.5416031997069,2.924143415014149,91.30596145278633,22.465509376249152,88.64495063647331,7,9.053157241604284
2020-01-08,Barley,Clay,8.16252533798766,13.5512200593304,63.720663077922204,4.942581942710127,98.13092762104776,24.31679981649788,108.64226239873233,6,0.8479610269078764
2020-01-09,Wheat,Peat,5.756480023875572,30.69848746136376,64.92925384206362,0.5,70.52556498882863,28.13893229524027,120.35537461501434,7,0.723407431337195
2020-01-10,Maize,Silt,4.0,15.771971419662993,62.03431167050124,6.813997106066591,101.21127063186728,21.70574854172672,56.48616300147424,10,1.7792303515203525
2020-01-11,Barley,Clay,6.244772318833857,36.881244509673294,80.16695753470086,3.5475688426878405,157.21391409901406,21.27977279033217,97.97134467636837,7,0.7127662592557137
2020-01-12,Maize,Peat,6.1547565342450605,24.9536568861182,72.23494954734173,3.469597221127905,156.11817501413046,44.523240469763245,39.07136816872231,6,2.078466363481267
2020-01-13,Maize,Clay,6.20027286555154,25.473393556753834,47.19299690563416,0.5,112.96387160282907,71.11718164038413,77.6001755663904,1,0.659287229207029
2020-01-14,Sugarcane,Silt,7.134247042197682,10.0,50.36343463131948,3.743390452158459,113.40263603541828,58.80593681753594,64.78055695200004,2,6.259463216450998
2020-01-15,Cotton,Loamy,7.551455095185996,26.158901030804188,65.06851330025175,0.5,78.66055113332422,31.477002365485202,66.2436262454397,4,0.5174445980215048
2020-01-16,Maize,Loamy,7.688359456519429,24.358560665013975,55.35437503866593,0.5,135.83939105593146,36.19889543017075,55.46791288103137,2,1.151946972289965
2020-01-17,Soybean,Peat,7.0348509681624405,14.607287720596243,32.5920306875121,1.1806745252354045,64.66831341669939,87.93820088097095,53.583498650435274,5,0.5287532893639866
2020-01-18,Sugarcane,Sandy,4.339075157692837,25.69814671037447,53.824606577823815,0.5,153.27008927819992,40.01929948944738,46.328447933650104,6,11.501425183578576
2020-01-19,Wheat,Silt,6.090560320768045,21.81661591354061,60.82216162322145,0.5217219811600171,136.7473481780843,28.2591577253584,30.263788847421452,8,0.8725569738720282
2020-01-20,Cotton,Peat,8.5,23.265697456837124,58.999975514436485,3.8852695318895396,109.39324176968388,44.23575771474735,68.06626310653624,6,1.1352287193998176
2020-01-21,Soybean,Peat,6.949060081762974,25.20705409755237,75.8114336681873,5.404074634706797,137.41841273670465,38.613278024571635,37.59955445614839,6,1.0202762470522946
2020-01-22,Soybean,Loamy,6.941383482132638,21.228366294734386,31.48190581041564,0.5936024290237747,106.35194391914108,32.87114470700864,57.57465601986338,9,1.3857450140407925
2020-01-23,Wheat,Clay,6.93138312772863,26.971653015590945,53.414517824193275,5.199863959087109,127.54758377474238,50.69360883382277,51.41636960302631,3,0.9770519928779643
2020-01-24,Cotton,Silt,6.998455547007188,24.307556141192293,76.93494056712778,1.9648392061020066,128.59418737383592,75.3347575260344,36.551395297646565,8,1.1771975917065562
2020-01-25,Sugarcane,Clay,4.0,28.7821477470926,54.985075453088875,9.502741092773041,166.66434657670584,23.59373140113028,89.16473770586254,1,1.752526473225615
2020-01-26,Rice,Chalk,6.212570819706718,20.770603248224067,46.82913636147023,0.5,139.57728194189193,57.76430553320839,82.52297128180929,1,0.3748288154494848
2020-01-27,Cotton,Chalk,6.454528601846373,16.480641976528325,54.789498694483335,0.5,161.94572790081526,69.75910461720812,87.32219927622889,2,0.3138000959438434
2020-01-28,Wheat,Silt,8.037794479104095,19.329051772494893,71.69310913970654,5.594537448251776,135.725814735416,59.010128045579215,81.33328601219664,8,2.656654661463487
2020-01-29,Soybean,Sandy,6.557207473546755,36.541254150814225,61.19894654826927,1.348183019056426,117.70589543252791,70.6949067742421,98.74223211289979,5,0.9150941765982674
2020-01-30,Sugarcane,Chalk,4.524186336077671,32.647732209653974,54.12561411955528,1.8328783129539445,140.59186266373797,60.7476386022293,73.14124372798192,3,10.923874672887486
2020-01-31,Cotton,Loamy,7.016106987406102,34.707033060792874,72.22670053709936,2.1510535288764485,133.7970181896484,36.051715833486554,127.22174587502246,10,2.064944315673669
2020-02-01,Rice,Sandy,5.535410422108706,35.26171166536176,70.62301363616146,5.231767471634198,105.55120185815512,85.91769972832415,39.304982818813414,7,1.4978026205455923
2020-02-02,Rice,Peat,5.039857230702299,21.26945554261438,46.04752686316526,0.5,63.694178315003136,60.40071406485623,35.383347173303456,2,0.17433392571050893
2020-02-03,Maize,Chalk,5.499009143940103,27.366495483267702,66.42178919061917,2.4030275809939243,99.11055962921087,95.68943591157262,16.278321231901103,10,1.1066193855349555
2020-02-04,Maize,Loamy,7.151005075597419,25.606712022783697,45.50772279546074,1.6893489787496492,98.81416531281306,12.767639602038848,23.90972883090631,2,0.15749616771974717
2020-02-05,Barley,Peat,8.010513487712082,30.276308204731375,82.55136998047479,1.2478207256968439,142.20963381491794,97.80406828151817,66.19448432458995,1,0.25924667601979606
2020-02-06,Wheat,Sandy,7.079515934213104,22.686654038152263,83.46795771543793,1.2837359878957841,117.39689424673874,67.27104561022294,72.20068958542501,1,0.29960205480757096
2020-02-07,Cotton,Silt,7.2584278683404255,25.743793256728033,60.68489747400758,7.992419539543503,87.49885143633549,59.409387549301755,108.70360997565261,7,1.214421348497454
2020-02-08,Cotton,Peat,7.067654327405601,25.578171820957486,80.97442423365814,0.9363854874912498,113.41567832352183,31.559964697159504,71.08638638537724,10,1.4382103780964803
2020-02-09,Barley,Clay,6.621592612232562,29.25809919932558,53.65678612026995,1.8188128462065518,107.17484062725856,64.82730828451942,126.17155813330315,10,2.1731115543687087
2020-02-10,Soybean,Silt,7.33631676195531,30.24573776857279,62.901747285706506,2.03656351407814,83.24691901933048,73.96003031531586,87.63426580076332,10,2.44997058448612
2020-02-11,Soybean,Silt,4.0,25.7493682587216,56.22816056589147,3.817437898345471,178.68406010625137,14.853534714980285,95.59567605329133,3,0.3078346291767644
2020-02-12,Barley,Sandy,6.6333060215658,25.991926272526463,64.62969126158518,2.195580195258875,112.55215976772253,61.40241391827288,106.53338495440431,8,1.7561440155183146
2020-02-13,Soybean,Sandy,5.2460899584532985,26.807184165989636,65.99367671533824,2.9125000489924666,88.32798427093849,37.07433711345289,68.37426773734965,5,0.8922057579521823
2020-02-14,Maize,Loamy,7.895483087052967,38.17241136498434,64.96005404332719,1.526636837543987,53.51022035987779,61.55448165796066,130.34043048498262,2,0.5403958611023507
2020-02-15,Cotton,Loamy,6.323413633739768,11.160017669464546,63.64724431459221,3.804111772343179,123.49862975018593,29.39649300741579,91.93638909167323,6,0.8008314476723837
2020-02-16,Barley,Clay,6.537137705921396,17.242562710257538,66.90931233071386,1.881245855380811,140.7241097165794,75.42347374473964,129.94903858868966,7,2.5740794611137616
2020-02-17,Cotton,Silt,4.693913750895436,30.389436771567535,83.83085719147468,0.7558373224932413,93.93520781450746,48.40159442576063,111.0013465477551,3,0.506324226256312
2020-02-18,Rice,Clay,7.720197066815421,27.15827519071273,34.836862703721096,5.093663637043209,125.61154524817947,64.9953716120169,96.90563056659559,7,3.4916773714038283
2020-02-19,Maize,Clay,7.252793744328571,27.101996401207014,93.81382152162759,4.350287249035453,76.34480388403679,69.32755705980885,69.29208271317916,6,2.5392338983427742
2020-02-20,Sugarcane,Sandy,7.168337458808604,30.339963989706852,59.73833638137629,2.9624753610721415,110.82650460071453,55.98147850626853,77.5702417207882,7,35.25089224533104
2020-02-21,Maize,Clay,5.524372577397413,26.711943144990105,63.83142959574879,2.2141023602310446,163.38760607360183,32.62273395555954,90.26580469172752,2,0.931778025572224
2020-02-22,Barley,Clay,5.571632186074244,20.52574017240621,84.93952239319582,0.7014614422776264,110.66044237166278,62.661005322208425,45.780267604129854,1,0.18905070397026558
2020-02-23,Sugarcane,Peat,6.768319345335087,30.03047312086607,74.10033531569294,6.082918227392531,94.22885296564834,48.08466325591749,15.0,8,7.284239825475097
2020-02-24,Rice,Loamy,5.666601907702338,25.167097303992623,73.02528303044107,0.5,173.68746099168231,53.800216969447774,68.1069147922567,8,3.9634500379435647
2020-02-25,Barley,Loamy,7.021871555212806,21.419382568883574,83.6844628129016,1.4495524248688068,127.91321952844012,42.700324922971525,70.0631368262956,9,2.6159735157131054
2020-02-26,Wheat,Silt,4.0,30.52288499662329,62.5286383422695,5.743020863041501,99.87583610539738,14.203323846298133,95.54039812849022,8,0.4956774778435093
2020-02-27,Cotton,Loamy,5.914946532312089,30.208270866255997,78.78523280419111,2.7158060066183296,85.3768100199738,51.171302069510645,120.47325017336422,7,1.6005117714319441
2020-02-28,Rice,Chalk,8.5,26.718131932806337,46.09271010280127,1.7320710730035709,74.04490053602518,38.034965971138085,79.5889551270418,3,0.523886074644631
2020-02-29,Cotton,Silt,7.027382993594918,38.73695323195646,71.26286327189044,4.701446554236572,137.07129215389358,56.001102913173064,44.12749990639972,3,0.4241949147185009
2020-03-01,Soybean,Peat,6.700152397437191,35.614613878162274,73.42725076295119,13.673155110962135,150.68053181414155,49.283006247158845,80.25870875678235,1,0.20318144245140393
2020-03-02,Wheat,Loamy,8.5,33.01485755243041,82.19074861349252,0.6277714751469043,120.00443733699812,39.47135612866174,84.8264905552302,6,1.453349435084609
2020-03-03,Wheat,Peat,4.0,45.0,75.61748192801537,0.5,112.06307405815922,92.66940752030038,73.29313715758894,5,0.7275552507421016
2020-03-04,Rice,Loamy,5.521626662254271,23.82829278401827,68.06727026885177,1.8652047334445299,143.53149028597375,43.751657473832935,52.62101901881502,3,1.2356213691844453
2020-03-05,Wheat,Loamy,6.0185921939031335,21.28159736547125,60.23585369663325,1.0164887050161076,63.28097824879619,51.5993543814167,139.33525122438547,6,1.3444626864997593
2020-03-06,Sugarcane,Peat,7.530021479606468,31.88290479442687,60.0688695975339,3.2966007990361055,123.03572303850248,87.5681830081973,103.73460065119075,2,11.875002570053283
2020-03-07,Wheat,Clay,7.550787635873884,22.97892561604575,60.19578107413152,2.0451879913178366,120.68877842170252,29.83133246572453,98.86021931636294,9,2.05432100310696
2020-03-08,Cotton,Clay,5.460791949220849,25.095421725182582,45.53181394790791,2.073465212859081,136.58568489529137,66.79899645910915,26.024277011160635,7,0.5739726575751557
2020-03-09,Cotton,Clay,7.69754518657106,17.112640273997563,91.15144869390386,1.3154313015928678,139.15673995720215,35.054211994836216,43.30154893383208,9,0.8278587651416789
2020-03-10,Barley,Chalk,6.016022279213951,29.85327566170502,79.98012605275053,0.7097239727329364,103.68126562311912,45.37932965479571,34.01857976444481,9,0.7505431513457234
2020-03-11,Cotton,Clay,7.953967550779,13.231942035699122,68.8175053389147,0.7203133885599502,194.17670115757974,57.92731258888179,71.30544522194992,8,1.0663073212029073
2020-03-12,Barley,Loamy,5.260828762253531,24.228494230725044,77.2240592403994,1.4680253887411663,76.6143443644384,72.92830559866594,115.23746146076948,4,0.5803680997323555
2020-03-13,Cotton,Sandy,6.3520260811206075,24.877154099873948,76.29578918544972,3.4355628514117584,100.93982025660407,29.547623922972832,74.0692218187902,2,0.2210767468394277
2020-03-14,Sugarcane,Peat,5.911799221548128,21.511689260641347,50.10533755996375,1.2336159144636922,154.321555069562,55.118806819286796,70.24860491844152,1,4.258454326235451
2020-03-15,Barley,Sandy,7.767236445878856,10.942281930708,74.55126899045524,1.1836517032481955,94.60319143953049,35.14336031272997,30.15647483919966,9,0.5730705732453891
2020-03-16,Maize,Chalk,5.8726625401205945,10.882951249804396,84.04618979589902,1.660158751719998,124.45737618645501,62.90163734931971,89.0467737576235,10,3.9474838032648845
2020-03-17,Soybean,Sandy,6.449061765185893,19.0306207466256,54.83157940866159,14.085762285943321,98.70020255670696,69.39151189737314,65.34455050872285,3,0.4466653310164435
2020-03-18,Rice,Silt,7.1081736771956585,29.312402630096514,41.994489815715795,0.5,104.34805071080055,63.357802907829104,113.00611181170905,7,3.3791507093286324
2020-03-19,Cotton,Clay,7.154310179631343,27.31139889153555,47.56936246370894,1.047193999291796,68.22159466401189,33.90020936622745,56.30929304375243,7,0.6281574829025615
2020-03-20,Wheat,Chalk,7.564343128967806,24.86851712935087,63.554861017372716,1.035942466649984,150.43038983315805,27.94251321672536,74.48547412369552,9,1.4020378846864767
2020-03-21,Cotton,Loamy,6.7533497322136,17.923292111860178,46.703717612855726,11.00732204682788,151.3198629502155,46.561158724354996,62.219836873645114,8,1.4605546548436812
2020-03-22,Wheat,Clay,5.998101301664202,27.72905777008886,62.41992272748205,1.5685832811275886,151.1818544928877,25.451790179482565,69.25045112843762,5,0.8932636239082786
2020-03-23,Soybean,Clay,6.080361505569499,10.607765775688653,55.17927550389678,2.510858210076825,102.828339204391,60.28188220968989,101.09945104437307,7,1.5869671515366672
2020-03-24,Soybean,Sandy,6.530806778249135,10.0,64.98801335847561,0.6624299314838612,133.286074913738,78.26427523987084,44.420755598598866,2,0.31690951425731123
2020-03-25,Soybean,Silt,6.79951097128926,23.05542759027996,57.355061533674,0.5,199.8054924823306,34.25507716075808,74.28146633592505,7,1.931337052704449
2020-03-26,Wheat,Clay,6.323394022581876,20.63158895922377,64.46030016889883,1.2432273284470563,131.60683313565178,60.46195401877961,78.59356581587488,3,1.2785739516797068
2020-03-27,Cotton,Peat,6.5230441051586565,33.10537038117967,74.03773340433798,3.056906727622306,73.75196205439309,34.15039457711444,98.4575771398031,5,0.5723398735868639
2020-03-28,Soybean,Peat,4.679295367313474,26.263870222182675,50.629118059413635,3.5284939552492407,85.83951518292083,75.12605878341175,68.44297189567314,10,2.429103287485149
2020-03-29,Sugarcane,Clay,7.300826341345614,38.205882479998806,69.22007828056142,4.2057573712261584,83.95251163817495,70.23552490799123,111.21133932777822,7,19.28602826761594
2020-03-30,Barley,Sandy,6.717334746667316,20.61427945043632,52.21621093032833,5.91259332779072,172.83558499637607,48.40070954401411,19.35502778876237,4,0.34044926948116216
2020-03-31,Wheat,Sandy,7.702244496249306,28.89417833217729,64.91371746354729,0.5,135.77222846624628,65.30257665392472,93.8152974372639,1,0.23964535637835072
2020-04-01,Wheat,Loamy,6.500192608888502,22.98178296467496,63.77216544114398,0.5,57.03978902115666,66.74529300763649,79.38016473483424,4,0.903112715419981
2020-04-02,Cotton,Chalk,4.413922905773857,36.0537577930491,70.33369533155549,4.649058472419805,172.1171651672313,26.155586015064294,109.01762839844471,7,0.6125748809735225
2020-04-03,Wheat,Chalk,6.06986457283199,23.367596423007363,67.76940959115754,1.7167807092197425,142.6666086930108,59.89897123331326,48.99979659344607,7,1.1907562782019356
2020-04-04,Wheat,Chalk,6.2600840922579,31.83525424116612,83.58321598266039,8.819004552867522,126.97650361394173,37.55669746633647,130.746927854168,2,0.3644167639686439
2020-04-05,Soybean,Silt,7.391483966520319,16.379048283806718,64.60906257474184,8.619731985572653,180.69049966197116,52.481495113638786,120.92753979181782,4,0.9598268203014217
2020-04-06,Cotton,Sandy,4.0156717465839264,21.678298854943645,55.58744497329617,0.5,110.83828118765574,43.116221052291294,66.07410312120628,2,0.24131435497170284
2020-04-07,Soybean,Loamy,6.549415420338722,24.327652704580267,78.94588754746395,3.525425005578283,174.47751934532522,50.57695713547885,92.80968289110398,6,2.1041023507446317
2020-04-08,Barley,Peat,7.1164102589519675,35.1073403197024,69.96476009399763,0.5,31.6179574463156,68.40797300630238,47.024444226195875,10,0.4526643815504974
2020-04-09,Barley,Chalk,5.706214537662176,10.0,78.26221145576962,1.5495756288882063,90.68037887336251,27.129932240340608,98.54673549697954,7,0.8097007989202154
2020-04-10,Soybean,Peat,6.589553611780217,22.338844428433767,63.20047294617599,5.529980286119514,151.67140368248434,15.018467009439348,54.936024762211574,2,0.19898717603015664
2020-04-11,Barley,Peat,5.7475561890201865,22.068158988581594,45.3695159708123,1.8538938405897505,187.12814351797857,41.047719572754886,89.26225409605631,3,0.744236019894781
2020-04-12,Cotton,Clay,5.6245124801355315,10.0,95.0,0.5,71.28863709955716,72.1089109996363,49.96193708122682,8,0.4135720345075737
2020-04-13,Rice,Silt,6.0098961798424195,21.287713914025478,55.960339165275364,0.8246080953901513,103.27669174535366,32.030835705015534,115.34594918063087,10,3.3147476593758056
2020-04-14,Soybean,Loamy,5.647169609039587,12.67466295046965,47.58615669938915,0.5,126.64838744584502,39.685687995185525,97.11392748338493,4,0.9228009885787728
2020-04-15,Sugarcane,Silt,7.320341974323599,10.0,75.75483143146901,1.5739385266053112,82.423911279901,73.34040676499674,139.6033575317119,6,13.01897791800396
2020-04-16,Sugarcane,Clay,5.618057747797547,22.901497372037415,50.822740212821195,3.5790891864432948,109.46981170674432,77.6916641693687,85.26601513278727,10,36.663242824636825
2020-04-17,Wheat,Loamy,5.416507991542487,22.630839033569135,59.11394620775238,3.2395842258777585,183.2982107593956,63.851697669651905,34.21332331217759,7,1.5687378560676466
2020-04-18,Barley,Loamy,8.5,23.04037133632534,66.8686003028257,3.8075612722063195,78.74460026539035,58.161302852711316,88.44596527905082,7,1.8240074465748088
2020-04-19,Sugarcane,Sandy,7.652888014188843,27.022865967186814,62.850208268120234,1.4526290162851458,110.38497592234283,70.02129372919323,156.38445735423275,10,38.848408539960225
2020-04-20,Wheat,Silt,4.26618396720896,17.96482541429041,59.5488013062826,0.924795776429995,130.91953055915906,41.69347985738532,72.91286149494117,1,0.27569366593507755
2020-04-21,Rice,Silt,5.58227805217696,39.326848107567365,88.84534163876549,0.5,138.6176681715621,63.85227207532314,94.84880047604338,10,3.864074895226703
2020-04-22,Cotton,Sandy,6.790955566067253,24.733647934947975,63.328035146771256,8.520052697602626,85.4103676300933,34.05180404671332,98.98715142471306,9,0.9067253066350945
2020-04-23,Cotton,Peat,6.888506080677792,35.291443704491876,51.50860632146522,0.5,112.86816584557401,82.3672556328915,42.199848790985165,2,0.2790686464215683
2020-04-24,Cotton,Clay,4.711408561115728,11.560806068090304,79.6542921890827,0.5889358832145798,108.40628143479961,70.86292570242664,87.77850471838296,3,0.3790538925064488
2020-04-25,Sugarcane,Silt,7.890278591386786,18.323762799265005,54.161935914210694,0.5,132.1452764353665,63.16998958967265,101.15229560118186,8,31.439313283506742
2020-04-26,Rice,Sandy,7.490269303017951,30.490518440353842,63.36399623150452,1.1445202530283658,72.95333619180514,43.15879570032689,101.79845188712302,4,1.0616949046342112
2020-04-27,Sugarcane,Loamy,7.0782819584484065,23.187485794576535,51.43059954552878,5.125239407825095,170.85659864147726,63.8697314698495,68.0342641442723,6,30.281888130853552
2020-04-28,Barley,Chalk,8.128074188854546,16.41456490101627,68.17150258139743,1.211509599782062,130.32165965151842,49.62984479578315,52.142339823732925,9,1.3954447518524724
2020-04-29,Sugarcane,Sandy,7.042747991085101,10.29096081084735,65.59670408911475,3.2896877138708778,162.68438970440718,38.87658144733427,57.71290851178941,9,17.04223479658588
2020-04-30,Rice,Chalk,7.038297055102217,30.865629377922918,64.5648612070921,10.10426658638454,97.14982772432255,61.69959642226942,72.59315517365916,6,2.2423991278775914
2020-05-01,Rice,Peat,8.36921512618669,30.21281803959084,67.25027253022466,6.691647334302104,71.19208169317127,11.953504330022746,83.39455141821087,4,0.23101888905302376
2020-05-02,Barley,Clay,7.821463496873251,26.946565531353826,77.26702142489954,0.5952509258406661,81.81834317985661,67.73609906880066,39.927873193827914,3,0.34868254362686957
2020-05-03,Rice,Chalk,5.490191049306162,21.032750473712667,75.54641359571907,1.335147999962435,148.02682594036244,29.398505914074,111.5450456842387,5,1.2620572115671336
2020-05-04,Rice,Peat,7.259834214406299,16.09527977896156,49.40889099700656,4.172600373634985,102.3683144607416,64.65748839325539,106.30890599652093,4,1.379906747431586
2020-05-05,Cotton,Chalk,5.702878562049701,24.576147680826384,54.88020105444764,11.403949735550908,55.206655261005,20.196434505375066,154.89797268574387,5,0.14354581562509788
2020-05-06,Barley,Loamy,7.104985461140333,14.477451170836797,78.86558925918409,3.77565593451025,127.21978774353393,41.72743356930527,88.99431469270199,10,3.743268232505692
2020-05-07,Maize,Loamy,7.071936208423777,18.98732735548328,53.257546680149815,0.8719093791795123,107.16851436414113,59.07890306097802,74.54834576034443,9,5.779570629576787
2020-05-08,Maize,Loamy,4.839839225052817,35.090004651196395,72.37845926954859,0.5,108.1868142466551,67.41386348314225,34.45327995508471,3,0.7265427485128636
2020-05-09,Rice,Loamy,6.353785266426757,10.193313894948647,77.59223855373268,2.0505393292544203,51.59129508273365,36.180855651309514,34.339813211931634,3,0.252951568322088
2020-05-10,Maize,Sandy,6.818308428296483,30.42022261520294,40.376295537376706,0.6431140111470713,59.64039145895843,31.496591546320385,48.70696760380794,1,0.15251015382130115
2020-05-11,Maize,Loamy,5.976451770807012,36.9535676115933,58.90491903949796,0.7748156578999665,98.08008502491026,70.43873380468986,41.45165559185846,4,1.3467023582051958
2020-05-12,Rice,Loamy,6.877651930868912,31.530077755061228,77.22551201289824,3.018907279442451,82.89865077082123,88.02517813042263,65.50546751552172,4,1.8334143432575662
2020-05-13,Maize,Sandy,7.467077332401282,28.185703027411872,62.79539193458538,2.1698009001969627,97.22598161734692,31.802227960152976,57.39646619862462,9,2.6957064622623492
2020-05-14,Sugarcane,Loamy,6.463288322923093,21.29141723063101,58.93737142361361,0.5,153.30055780882373,10.0,113.1608521458397,6,7.586172351184995
2020-05-15,Wheat,Peat,6.769519372049912,19.8328955645279,77.46672171455455,0.5005665252213606,77.43504561613166,80.4149755315056,95.91500671136505,8,1.723188567740247
2020-05-16,Barley,Peat,8.16010889426717,10.0,81.55858633952808,0.5,83.77164164044345,47.05474038722378,99.28540160551917,6,1.0003457924838273
2020-05-17,Wheat,Silt,7.067835899870271,25.296053442138515,54.82385383625001,0.7440762240621592,98.91547266981081,31.891542854691107,31.750292913274052,10,1.0154370631987504
2020-05-18,Rice,Peat,6.740989147609368,21.78207641016725,91.50696170870306,6.549427914294891,81.46611535983956,51.163737146177944,81.0314596415156,3,0.7835483689203908
2020-05-19,Cotton,Clay,5.3503047444303675,19.415724730544746,38.23674900825317,4.725592774628236,111.3839772014789,88.89416626602369,30.669375309747814,2,0.16417740141537857
2020-05-20,Barley,Clay,7.305231213666619,24.839351768967894,42.39329980736762,1.6073120491205068,161.10590708091163,63.15145084722221,97.78464978249878,1,0.2998294828886142
2020-05-21,Rice,Clay,6.8961799392703265,25.49895584163724,58.18430679867363,4.063620913308771,108.50029249899677,65.61184628883221,57.980620322417195,4,1.9632837178250782
2020-05-22,Cotton,Sandy,8.04048732044169,19.91554162106357,59.98205850581627,1.5675271350684823,130.328627436453,53.23578211946696,40.154868751359224,4,0.39903336083311985
2020-05-23,Wheat,Peat,6.556254251963973,37.90464626781429,60.66853178802011,4.712152543656311,27.154807418853608,59.53969773907677,66.97101837162072,7,0.45308401073549565
2020-05-24,Rice,Clay,4.320480199839205,30.844822232899396,56.98242268814913,0.6024806998661144,123.2615333706533,83.94684115679942,60.813180944570846,10,2.9943709307570057
2020-05-25,Barley,Silt,4.459854957406086,32.17022846698623,54.11583691214474,0.5,179.0326316055931,31.948619193721292,101.96082655604937,7,1.0828984577476901
2020-05-26,Barley,Sandy,7.38281691651168,24.173577730884727,61.69531391997863,0.5,123.93049316999604,65.20202022696746,63.58396481441349,8,1.924512448078185
2020-05-27,Soybean,Silt,5.815767682762216,29.08988585808914,56.15230403330539,0.830449324268278,125.1281489827271,49.306938001760614,80.68959253828969,4,1.2371719833352053
2020-05-28,Sugarcane,Peat,7.024121301332597,17.834363195211495,75.22891607004873,0.5,131.42184329975078,48.74020021449714,52.531270751158345,8,20.07139928071356
2020-05-29,Maize,Loamy,6.637079173402827,30.33006832200245,65.45921697197525,4.808003240354541,182.72030557875559,27.112364546185837,64.06962497843773,7,3.4880997614495395
2020-05-30,Cotton,Silt,6.299792398767295,23.364779141490086,61.68255807757946,0.8231987897558741,174.15114940005338,58.41664101476954,49.709281177722175,1,0.2037829989815933
2020-05-31,Soybean,Loamy,6.384366457294132,16.824131719885393,63.91822017607775,2.1782982180888424,79.12174304497779,61.64427970657716,68.78911397855435,3,0.6069989493921903
